OBJECT_ID,OBJECT_NAME,NORAD_CAT_ID,COUNTRY,PERIOD,INCLINATION,APOGEE,PERIGEE,RCS_SIZE,RCSVALUE,LAUNCH,COMMENT
"2025-047A","PUNCH-NFI00","63178","US","97.65","97.95","654","638","MEDIUM","0","2025-03-12",""
"2025-046U","CZ-8 R/B","63177","PRC","102.16","88.98","907","814","LARGE","0","2025-03-11",""
"2025-046T","QIANFAN-90","63176","PRC","106.59","88.98","1078","1060","LARGE","0","2025-03-11",""
"2025-046S","QIANFAN-89","63175","PRC","106.59","88.98","1080","1057","LARGE","0","2025-03-11",""
"2025-046R","QIANFAN-88","63174","PRC","106.59","88.98","1077","1061","LARGE","0","2025-03-11",""
"2025-046Q","QIANFAN-87","63173","PRC","106.59","88.98","1076","1061","LARGE","0","2025-03-11",""
"2025-046P","QIANFAN-86","63172","PRC","106.59","88.98","1076","1061","LARGE","0","2025-03-11",""
"2025-046N","QIANFAN-85","63171","PRC","106.59","88.98","1077","1060","LARGE","0","2025-03-11",""
"2025-046M","QIANFAN-84","63170","PRC","106.59","88.98","1079","1058","LARGE","0","2025-03-11",""
"2025-046L","QIANFAN-83","63169","PRC","105.73","88.98","1038","1019","LARGE","0","2025-03-11",""
"2025-046K","QIANFAN-82","63168","PRC","106.59","88.98","1077","1060","LARGE","0","2025-03-11",""
"2025-046J","QIANFAN-81","63167","PRC","106.59","88.98","1078","1059","LARGE","0","2025-03-11",""
"2025-046H","QIANFAN-80","63166","PRC","106.59","88.98","1078","1059","LARGE","0","2025-03-11",""
"2025-046G","QIANFAN-79","63165","PRC","106.59","88.98","1079","1059","LARGE","0","2025-03-11",""
"2025-046F","QIANFAN-78","63164","PRC","106.59","88.98","1079","1058","LARGE","0","2025-03-11",""
"2025-046E","QIANFAN-77","63163","PRC","103.14","88.98","917","897","LARGE","0","2025-03-11",""
"2025-046D","QIANFAN-76","63162","PRC","106.59","88.98","1078","1059","LARGE","0","2025-03-11",""
"2025-046C","QIANFAN-75","63161","PRC","106.59","88.98","1079","1058","LARGE","0","2025-03-11",""
"2025-046B","QIANFAN-74","63160","PRC","106.59","88.98","1070","1067","LARGE","0","2025-03-11",""
"2025-046A","QIANFAN-73","63159","PRC","106.59","88.98","1079","1059","LARGE","0","2025-03-11",""
"2025-045A","TJS-15","63157","PRC","1436.11","0.19","35816","35757","LARGE","0","2025-03-09",""
"2025-044A","CSO-3","63156","FR","","","","","","0","2025-03-06","NO ELEMENTS AVAILABLE"
"1997-012V","DMSP 5D-2 F14 DEB","63155","US","101.04","98.85","830","785","SMALL","0","1997-04-04",""
"1997-012U","DMSP 5D-2 F14 DEB","63154","US","100.96","98.78","828","779","SMALL","0","1997-04-04",""
"2025-009DQ","SEDNA-2","63153","US","95.35","97.46","543","528","MEDIUM","0","2025-01-14",""
"2025-043W","STARLINK-32915","63152","US","94.27","43.00","485","481","LARGE","0","2025-03-03",""
"2025-043V","STARLINK-32876","63151","US","94.27","43.00","485","481","LARGE","0","2025-03-03",""
"2025-043U","STARLINK-32919","63150","US","94.27","43.00","484","482","LARGE","0","2025-03-03",""
"2025-043T","STARLINK-32939","63149","US","94.26","43.00","483","482","LARGE","0","2025-03-03",""
"2025-043S","STARLINK-32937","63148","US","94.27","43.00","484","482","LARGE","0","2025-03-03",""
"2025-043R","STARLINK-32936","63147","US","94.26","42.99","483","482","LARGE","0","2025-03-03",""
"2025-043Q","STARLINK-32952","63146","US","94.27","43.00","484","482","LARGE","0","2025-03-03",""
"2025-043P","STARLINK-32949","63145","US","94.27","43.00","484","482","LARGE","0","2025-03-03",""
"2025-043N","STARLINK-11581","63144","US","91.67","43.00","358","355","LARGE","0","2025-03-03",""
"2025-043M","STARLINK-11579","63143","US","91.67","43.00","357","355","LARGE","0","2025-03-03",""
"2025-043L","STARLINK-11503","63142","US","91.65","43.00","359","352","LARGE","0","2025-03-03",""
"2025-043K","STARLINK-11522","63141","US","91.67","43.00","357","355","LARGE","0","2025-03-03",""
"2025-043J","STARLINK-11607","63140","US","91.67","43.00","358","355","LARGE","0","2025-03-03",""
"2025-043H","STARLINK-11628","63139","US","91.67","43.00","357","355","LARGE","0","2025-03-03",""
"2025-043G","STARLINK-11611","63138","US","91.67","43.00","357","355","LARGE","0","2025-03-03",""
"2025-043F","STARLINK-11616","63137","US","91.67","43.00","358","354","LARGE","0","2025-03-03",""
"2025-043E","STARLINK-11613","63136","US","91.67","43.00","357","355","LARGE","0","2025-03-03",""
"2025-043D","STARLINK-11610","63135","US","91.65","43.00","357","354","LARGE","0","2025-03-03",""
"2025-043C","STARLINK-11605","63134","US","91.66","43.00","360","352","LARGE","0","2025-03-03",""
"2025-043B","STARLINK-11604","63133","US","91.67","43.00","357","356","LARGE","0","2025-03-03",""
"2025-043A","STARLINK-11609","63132","US","91.67","43.00","357","356","LARGE","0","2025-03-03",""
"2025-042B","FREGAT R/B","63131","CIS","673.67","65.02","19120","19036","LARGE","0","2025-03-02",""
"2025-042A","COSMOS 2584(GLONASS)","63130","CIS","675.73","65.02","19150","19110","LARGE","0","2025-03-02",""
"2025-040C","CZ-2C R/B","63127","PRC","93.79","97.16","470","450","LARGE","0","2025-02-27",""
"2025-040B","SUPERVIEW NEO-1 04","63126","PRC","94.64","97.34","502","500","LARGE","0","2025-02-27",""
"2025-040A","SUPERVIEW NEO-1 03","63125","PRC","94.64","97.34","502","501","LARGE","0","2025-02-27",""
"2025-039W","STARLINK-32957","63124","US","94.27","43.00","484","482","LARGE","0","2025-02-27",""
"2025-039V","STARLINK-32948","63123","US","94.27","43.00","484","482","LARGE","0","2025-02-27",""
"2025-039U","STARLINK-32961","63122","US","94.27","43.00","484","482","LARGE","0","2025-02-27",""
"2025-039T","STARLINK-32947","63121","US","94.27","43.00","484","482","LARGE","0","2025-02-27",""
"2025-039S","STARLINK-32942","63120","US","94.27","43.01","484","482","LARGE","0","2025-02-27",""
"2025-039R","STARLINK-32941","63119","US","94.27","43.00","484","482","LARGE","0","2025-02-27",""
"2025-039Q","STARLINK-32945","63118","US","94.27","43.00","484","482","LARGE","0","2025-02-27",""
"2025-039P","STARLINK-32955","63117","US","94.05","43.00","474","471","LARGE","0","2025-02-27",""
"2025-039N","STARLINK-11591","63116","US","91.67","43.00","357","355","LARGE","0","2025-02-27",""
"2025-039M","STARLINK-11597","63115","US","91.67","43.00","357","355","LARGE","0","2025-02-27",""
"2025-039L","STARLINK-11600","63114","US","91.66","43.00","357","355","LARGE","0","2025-02-27",""
"2025-039K","STARLINK-11598","63113","US","91.66","43.00","359","353","LARGE","0","2025-02-27",""
"2025-039J","STARLINK-11590","63112","US","91.67","43.00","357","356","LARGE","0","2025-02-27",""
"2025-039H","STARLINK-11630","63111","US","91.67","43.00","357","355","LARGE","0","2025-02-27",""
"2025-039G","STARLINK-11601","63110","US","91.67","43.00","357","356","LARGE","0","2025-02-27",""
"2025-039F","STARLINK-11625","63109","US","91.67","43.00","357","355","LARGE","0","2025-02-27",""
"2025-039E","STARLINK-11632","63108","US","91.66","43.00","358","353","LARGE","0","2025-02-27",""
"2025-039D","STARLINK-11627","63107","US","91.66","43.00","357","355","LARGE","0","2025-02-27",""
"2025-039C","STARLINK-11584","63106","US","91.66","43.00","358","354","LARGE","0","2025-02-27",""
"2025-039B","STARLINK-11624","63105","US","91.66","43.00","357","355","LARGE","0","2025-02-27",""
"2025-039A","STARLINK-11629","63104","US","91.67","43.00","357","355","LARGE","0","2025-02-27",""
"2025-038E","FALCON 9 R/B","63103","US","13762.38","28.52","367501","212","","0","2025-02-27",""
"2025-038D","BROKKER-2 ODIN","63102","US","13762.38","28.52","367501","212","","0","2025-02-27",""
"2025-038C","LUNAR TRAILBLAZER","63101","US","13762.38","28.52","367501","212","","0","2025-02-27",""
"2025-038B","CHIMERA-1","63100","US","13762.38","28.52","367501","212","","0","2025-02-27",""
"2025-037X","STARLINK-32913","63098","US","96.11","70.00","574","570","LARGE","0","2025-02-23",""
"2025-037W","STARLINK-32923","63097","US","96.11","70.00","574","570","LARGE","0","2025-02-23",""
"2025-037V","STARLINK-32911","63096","US","96.10","70.00","574","570","LARGE","0","2025-02-23",""
"2025-037U","STARLINK-32907","63095","US","96.11","70.00","574","570","LARGE","0","2025-02-23",""
"2025-037T","STARLINK-32927","63094","US","96.11","70.00","574","570","LARGE","0","2025-02-23",""
"2025-037S","STARLINK-32900","63093","US","96.11","70.00","574","570","LARGE","0","2025-02-23",""
"2025-037R","STARLINK-32924","63092","US","96.11","70.00","574","570","LARGE","0","2025-02-23",""
"2025-037Q","STARLINK-32925","63091","US","96.11","70.00","574","570","LARGE","0","2025-02-23",""
"2025-037P","STARLINK-32903","63090","US","96.11","70.00","574","570","LARGE","0","2025-02-23",""
"2025-037N","STARLINK-32910","63089","US","96.11","70.00","574","570","LARGE","0","2025-02-23",""
"2025-037M","STARLINK-32912","63088","US","96.11","70.00","574","570","LARGE","0","2025-02-23",""
"2025-037L","STARLINK-32918","63087","US","96.11","70.00","574","570","LARGE","0","2025-02-23",""
"2025-037K","STARLINK-32914","63086","US","96.11","70.00","574","570","LARGE","0","2025-02-23",""
"2025-037J","STARLINK-32505","63085","US","96.11","70.00","574","570","LARGE","0","2025-02-23",""
"2025-037H","STARLINK-32908","63084","US","96.11","70.00","574","570","LARGE","0","2025-02-23",""
"2025-037G","STARLINK-32932","63083","US","96.11","70.00","574","570","LARGE","0","2025-02-23",""
"2025-037F","STARLINK-32933","63082","US","96.11","70.00","574","570","LARGE","0","2025-02-23",""
"2025-037E","STARLINK-32895","63081","US","96.11","70.00","574","570","LARGE","0","2025-02-23",""
"2025-037D","STARLINK-32906","63080","US","96.11","70.00","574","570","LARGE","0","2025-02-23",""
"2025-037C","STARLINK-32817","63079","US","96.11","70.00","574","570","LARGE","0","2025-02-23",""
"2025-037B","STARLINK-32821","63078","US","96.11","70.00","574","570","LARGE","0","2025-02-23",""
"2025-037A","STARLINK-32839","63077","US","96.11","70.00","574","570","LARGE","0","2025-02-23",""
"2025-036B","CZ-3B R/B","63076","PRC","594.91","26.95","33930","176","LARGE","0","2025-02-22",""
"2025-036A","CHINASAT 10R","63075","PRC","1436.07","0.06","35792","35780","LARGE","0","2025-02-22",""
"2025-035Y","STARLINK-33605","63074","US","94.27","42.99","483","483","LARGE","0","2025-02-21",""
"2025-035X","STARLINK-33586","63073","US","94.26","43.00","484","482","LARGE","0","2025-02-21",""
"2025-035W","STARLINK-33623","63072","US","94.27","43.00","484","482","LARGE","0","2025-02-21",""
"2025-035V","STARLINK-33624","63071","US","94.26","43.00","484","482","LARGE","0","2025-02-21",""
"2025-035U","STARLINK-33604","63070","US","94.27","43.00","484","482","LARGE","0","2025-02-21",""
"2025-035T","STARLINK-33620","63069","US","94.27","43.00","484","482","LARGE","0","2025-02-21",""
"2025-035S","STARLINK-33627","63068","US","94.27","43.00","484","482","LARGE","0","2025-02-21",""
"2025-035R","STARLINK-33628","63067","US","94.26","43.00","486","480","LARGE","0","2025-02-21",""
"2025-035Q","STARLINK-33622","63066","US","94.27","43.00","484","482","LARGE","0","2025-02-21",""
"2025-035P","STARLINK-33635","63065","US","94.27","43.00","484","482","LARGE","0","2025-02-21",""
"2025-035N","STARLINK-11408","63064","US","91.67","43.00","357","356","LARGE","0","2025-02-21",""
"2025-035M","STARLINK-11399","63063","US","91.67","43.00","357","355","LARGE","0","2025-02-21",""
"2025-035L","STARLINK-11412","63062","US","91.67","43.00","357","355","LARGE","0","2025-02-21",""
"2025-035K","STARLINK-11409","63061","US","91.67","43.00","357","356","LARGE","0","2025-02-21",""
"2025-035J","STARLINK-11403","63060","US","91.67","43.00","357","356","LARGE","0","2025-02-21",""
"2025-035H","STARLINK-11509","63059","US","91.67","43.00","357","355","LARGE","0","2025-02-21",""
"2025-035G","STARLINK-11418","63058","US","91.67","43.00","357","356","LARGE","0","2025-02-21",""
"2025-035F","STARLINK-11406","63057","US","91.66","43.00","358","354","LARGE","0","2025-02-21",""
"2025-035E","STARLINK-11392","63056","US","91.66","43.00","358","354","LARGE","0","2025-02-21",""
"2025-035D","STARLINK-11558","63055","US","91.67","43.00","357","356","LARGE","0","2025-02-21",""
"2025-035C","STARLINK-11347","63054","US","91.67","43.00","357","355","LARGE","0","2025-02-21",""
"2025-035B","STARLINK-11563","63053","US","91.67","43.00","358","354","LARGE","0","2025-02-21",""
"2025-035A","STARLINK-11550","63052","US","91.67","43.00","357","356","LARGE","0","2025-02-21",""
"2025-034Y","STARLINK-32835","63051","US","94.10","53.16","476","474","LARGE","0","2025-02-18",""
"2025-034X","STARLINK-32816","63050","US","94.10","53.16","476","474","LARGE","0","2025-02-18",""
"2025-034W","STARLINK-32829","63049","US","94.10","53.16","476","474","LARGE","0","2025-02-18",""
"2025-034V","STARLINK-32790","63048","US","94.10","53.16","476","474","LARGE","0","2025-02-18",""
"2025-034U","STARLINK-32590","63047","US","94.11","53.16","476","474","LARGE","0","2025-02-18",""
"2025-034T","STARLINK-32738","63046","US","94.11","53.16","476","474","LARGE","0","2025-02-18",""
"2025-034S","STARLINK-32828","63045","US","94.11","53.16","476","474","LARGE","0","2025-02-18",""
"2025-034R","STARLINK-32735","63044","US","94.10","53.16","476","474","LARGE","0","2025-02-18",""
"2025-034Q","STARLINK-32827","63043","US","94.10","53.16","476","474","LARGE","0","2025-02-18",""
"2025-034P","STARLINK-32795","63042","US","94.11","53.16","477","474","LARGE","0","2025-02-18",""
"2025-034N","STARLINK-32820","63041","US","94.10","53.16","476","474","LARGE","0","2025-02-18",""
"2025-034M","STARLINK-32832","63040","US","94.10","53.16","476","474","LARGE","0","2025-02-18",""
"2025-034L","STARLINK-32811","63039","US","94.10","53.16","476","474","LARGE","0","2025-02-18",""
"2025-034K","STARLINK-32812","63038","US","94.10","53.16","476","474","LARGE","0","2025-02-18",""
"2025-034J","STARLINK-32810","63037","US","94.10","53.16","476","474","LARGE","0","2025-02-18",""
"2025-034H","STARLINK-32818","63036","US","94.10","53.16","476","474","LARGE","0","2025-02-18",""
"2025-034G","STARLINK-32801","63035","US","94.10","53.16","476","474","LARGE","0","2025-02-18",""
"2025-034F","STARLINK-32830","63034","US","94.10","53.16","476","474","LARGE","0","2025-02-18",""
"2025-034E","STARLINK-32772","63033","US","94.11","53.16","476","474","LARGE","0","2025-02-18",""
"2025-034D","STARLINK-32776","63032","US","94.10","53.16","476","474","LARGE","0","2025-02-18",""
"2025-034C","STARLINK-32716","63031","US","94.10","53.16","476","474","LARGE","0","2025-02-18",""
"2025-034B","STARLINK-32779","63030","US","94.10","53.16","476","474","LARGE","0","2025-02-18",""
"2025-034A","STARLINK-32798","63029","US","94.11","53.16","476","474","LARGE","0","2025-02-18",""
"2025-033B","GLOBAL-31","63027","US","93.63","59.00","457","447","MEDIUM","0","2025-02-18",""
"2025-033A","ELECTRON KICK STAGE R/B","63026","US","89.21","58.97","240","231","MEDIUM","0","2025-02-18",""
"2025-032W","STARLINK-32926","63025","US","94.27","43.00","485","481","LARGE","0","2025-02-15",""
"2025-032V","STARLINK-32803","63024","US","94.27","43.00","484","482","LARGE","0","2025-02-15",""
"2025-032U","STARLINK-32943","63023","US","94.26","43.01","486","479","LARGE","0","2025-02-15",""
"2025-032T","STARLINK-32944","63022","US","94.27","43.00","484","482","LARGE","0","2025-02-15",""
"2025-032S","STARLINK-32929","63021","US","94.27","43.00","485","481","LARGE","0","2025-02-15",""
"2025-032R","STARLINK-32677","63020","US","94.27","43.00","484","482","LARGE","0","2025-02-15",""
"2025-032Q","STARLINK-32872","63019","US","94.26","43.01","485","481","LARGE","0","2025-02-15",""
"2025-032P","STARLINK-32870","63018","US","94.27","43.01","485","482","LARGE","0","2025-02-15",""
"2025-032N","STARLINK-11400","63017","US","91.66","43.00","357","356","LARGE","0","2025-02-15",""
"2025-032M","STARLINK-11545","63016","US","91.65","43.00","358","353","LARGE","0","2025-02-15",""
"2025-032L","STARLINK-11541","63015","US","91.67","43.00","357","356","LARGE","0","2025-02-15",""
"2025-032K","STARLINK-11578","63014","US","91.67","43.00","358","355","LARGE","0","2025-02-15",""
"2025-032J","STARLINK-11577","63013","US","91.67","43.00","358","355","LARGE","0","2025-02-15",""
"2025-032H","STARLINK-11449","63012","US","91.67","43.00","358","354","LARGE","0","2025-02-15",""
"2025-032G","STARLINK-11580","63011","US","91.67","43.00","357","356","LARGE","0","2025-02-15",""
"2025-032F","STARLINK-11574","63010","US","91.66","43.00","357","355","LARGE","0","2025-02-15",""
"2025-032E","STARLINK-11586","63009","US","91.67","43.00","358","355","LARGE","0","2025-02-15",""
"2025-032D","STARLINK-11405","63008","US","91.67","43.00","357","355","LARGE","0","2025-02-15",""
"2025-032C","STARLINK-11526","63007","US","91.67","43.00","357","356","LARGE","0","2025-02-15",""
"2025-032B","STARLINK-11553","63006","US","91.67","43.00","357","356","LARGE","0","2025-02-15",""
"2025-032A","STARLINK-11448","63005","US","91.66","43.00","357","356","LARGE","0","2025-02-15",""
"2025-009DN","FOSSASAT2E20 (TAT-O)","63003","SPN","94.34","97.33","489","484","MEDIUM","0","2025-01-14",""
"2025-009DM","OBJECT DM","63002","TBD","92.39","97.41","394","390","SMALL","0","2025-01-14",""
"2025-031W","STARLINK-32437","63001","US","94.27","43.00","484","482","LARGE","0","2025-02-11",""
"2025-031V","STARLINK-32673","63000","US","94.27","43.00","484","482","LARGE","0","2025-02-11",""
"2025-031U","STARLINK-32658","62999","US","94.27","43.00","484","482","LARGE","0","2025-02-11",""
"2025-031T","STARLINK-32898","62998","US","94.27","43.00","484","482","LARGE","0","2025-02-11",""
"2025-031S","STARLINK-32881","62997","US","94.27","43.00","484","482","LARGE","0","2025-02-11",""
"2025-031R","STARLINK-32703","62996","US","94.26","43.00","484","482","LARGE","0","2025-02-11",""
"2025-031Q","STARLINK-32819","62995","US","94.27","42.99","483","483","LARGE","0","2025-02-11",""
"2025-031P","STARLINK-32899","62994","US","94.26","43.00","484","482","LARGE","0","2025-02-11",""
"2025-031N","STARLINK-11576","62993","US","91.67","43.00","357","356","LARGE","0","2025-02-11",""
"2025-031M","STARLINK-11570","62992","US","91.67","43.00","358","355","LARGE","0","2025-02-11",""
"2025-031L","STARLINK-11583","62991","US","91.66","43.00","357","355","LARGE","0","2025-02-11",""
"2025-031K","STARLINK-11572","62990","US","91.67","43.00","358","356","LARGE","0","2025-02-11",""
"2025-031J","STARLINK-11573","62989","US","91.67","43.00","357","356","LARGE","0","2025-02-11",""
"2025-031H","STARLINK-11542","62988","US","91.67","43.00","357","356","LARGE","0","2025-02-11",""
"2025-031G","STARLINK-11539","62987","US","91.67","43.00","358","355","LARGE","0","2025-02-11",""
"2025-031F","STARLINK-11571","62986","US","91.67","43.00","357","356","LARGE","0","2025-02-11",""
"2025-031E","STARLINK-11582","62985","US","91.67","43.00","357","356","LARGE","0","2025-02-11",""
"2025-031D","STARLINK-11544","62984","US","91.67","43.00","357","355","LARGE","0","2025-02-11",""
"2025-031C","STARLINK-11417","62983","US","91.67","43.00","359","354","LARGE","0","2025-02-11",""
"2025-031B","STARLINK-11458","62982","US","91.67","43.00","357","356","LARGE","0","2025-02-11",""
"2025-031A","STARLINK-11543","62981","US","91.67","43.00","357","355","LARGE","0","2025-02-11",""
"2025-030K","CZ-8A R/B","62980","PRC","100.49","50.01","867","697","LARGE","0","2025-02-11",""
"2025-030J","HULIANWANG DIGUI-19","62979","PRC","108.32","50.01","1150","1149","LARGE","0","2025-02-11",""
"2025-030H","HULIANWANG DIGUI-18","62978","PRC","108.32","50.01","1150","1149","LARGE","0","2025-02-11",""
"2025-030G","HULIANWANG DIGUI-17","62977","PRC","108.32","50.01","1150","1149","LARGE","0","2025-02-11",""
"2025-030F","HULIANWANG DIGUI-16","62976","PRC","108.32","50.00","1150","1149","LARGE","0","2025-02-11",""
"2025-030E","HULIANWANG DIGUI-15","62975","PRC","108.32","50.00","1150","1149","LARGE","0","2025-02-11",""
"2025-030D","HULIANWANG DIGUI-14","62974","PRC","108.32","50.00","1150","1149","LARGE","0","2025-02-11",""
"2025-030C","HULIANWANG DIGUI-13","62973","PRC","108.32","50.00","1150","1149","LARGE","0","2025-02-11",""
"2025-030B","HULIANWANG DIGUI-12","62972","PRC","108.32","50.00","1150","1149","LARGE","0","2025-02-11",""
"2025-030A","HULIANWANG DIGUI-11","62971","PRC","108.32","50.00","1150","1149","LARGE","0","2025-02-11",""
"2025-029Y","STARLINK-32826","62970","US","94.10","53.16","476","474","LARGE","0","2025-02-11",""
"2025-029X","STARLINK-32894","62969","US","94.10","53.16","476","474","LARGE","0","2025-02-11",""
"2025-029W","STARLINK-32863","62968","US","94.10","53.16","476","474","LARGE","0","2025-02-11",""
"2025-029V","STARLINK-32897","62967","US","94.10","53.16","476","474","LARGE","0","2025-02-11",""
"2025-029U","STARLINK-32888","62966","US","94.10","53.16","476","474","LARGE","0","2025-02-11",""
"2025-029T","STARLINK-32836","62965","US","94.11","53.16","476","474","LARGE","0","2025-02-11",""
"2025-029S","STARLINK-32887","62964","US","94.10","53.16","476","474","LARGE","0","2025-02-11",""
"2025-029R","STARLINK-32882","62963","US","94.10","53.16","476","474","LARGE","0","2025-02-11",""
"2025-029Q","STARLINK-32858","62962","US","94.10","53.16","476","474","LARGE","0","2025-02-11",""
"2025-029P","STARLINK-32889","62961","US","94.10","53.16","476","474","LARGE","0","2025-02-11",""
"2025-029N","STARLINK-32877","62960","US","94.11","53.16","476","474","LARGE","0","2025-02-11",""
"2025-029M","STARLINK-32896","62959","US","94.10","53.16","476","474","LARGE","0","2025-02-11",""
"2025-029L","STARLINK-32885","62958","US","94.11","53.16","476","474","LARGE","0","2025-02-11",""
"2025-029K","STARLINK-32879","62957","US","94.11","53.16","476","474","LARGE","0","2025-02-11",""
"2025-029J","STARLINK-32815","62956","US","94.11","53.16","476","475","LARGE","0","2025-02-11",""
"2025-029H","STARLINK-32880","62955","US","94.10","53.16","476","474","LARGE","0","2025-02-11",""
"2025-029G","STARLINK-32874","62954","US","94.10","53.16","476","474","LARGE","0","2025-02-11",""
"2025-029F","STARLINK-32884","62953","US","94.10","53.16","476","474","LARGE","0","2025-02-11",""
"2025-029E","STARLINK-32865","62952","US","94.10","53.16","476","474","LARGE","0","2025-02-11",""
"2025-029D","STARLINK-32875","62951","US","94.10","53.16","476","475","LARGE","0","2025-02-11",""
"2025-029C","STARLINK-32850","62950","US","94.11","53.16","476","474","LARGE","0","2025-02-11",""
"2025-029B","STARLINK-32857","62949","US","94.11","53.16","476","474","LARGE","0","2025-02-11",""
"2025-029A","STARLINK-32728","62948","US","94.11","53.16","476","474","LARGE","0","2025-02-11",""
"1997-012R","DMSP 5D-2 F14 DEB","62945","US","97.24","98.36","750","503","SMALL","0","1997-04-04",""
"1997-012Q","DMSP 5D-2 F14 DEB","62944","US","99.31","98.09","793","658","SMALL","0","1997-04-04",""
"1997-012P","DMSP 5D-2 F14 DEB","62943","US","99.76","98.89","794","700","MEDIUM","0","1997-04-04",""
"1997-012N","DMSP 5D-2 F14 DEB","62942","US","101.89","99.25","942","754","SMALL","0","1997-04-04",""
"1997-012M","DMSP 5D-2 F14 DEB","62941","US","101.03","99.27","822","793","SMALL","0","1997-04-04",""
"1997-012K","DMSP 5D-2 F14 DEB","62939","US","101.52","98.81","837","824","SMALL","0","1997-04-04",""
"1997-012J","DMSP 5D-2 F14 DEB","62938","US","101.49","98.85","830","828","SMALL","0","1997-04-04",""
"1997-012H","DMSP 5D-2 F14 DEB","62937","US","99.85","98.93","754","748","SMALL","0","1997-04-04",""
"1997-012G","DMSP 5D-2 F14 DEB","62936","US","96.13","99.17","602","544","MEDIUM","0","1997-04-04",""
"2025-028G","KINEIS-2B","62934","FR","97.76","97.98","654","648","MEDIUM","0","2025-02-08",""
"2025-028E","KINEIS-2A","62932","FR","97.82","98.06","657","652","MEDIUM","0","2025-02-08",""
"2025-028D","KINEIS-2E","62931","FR","97.52","97.91","641","639","MEDIUM","0","2025-02-08",""
"2025-028C","KINEIS-2D","62930","FR","97.61","97.95","646","642","MEDIUM","0","2025-02-08",""
"2025-028B","KINEIS-2C","62929","FR","97.80","98.02","655","652","MEDIUM","0","2025-02-08",""
"2025-028A","ELECTRON KICK STAGE R/B","62928","US","96.73","97.90","629","575","MEDIUM","0","2025-02-08",""
"2025-027W","STARLINK-32891","62927","US","94.27","43.00","485","481","LARGE","0","2025-02-08",""
"2025-027V","STARLINK-32922","62926","US","94.26","43.00","484","482","LARGE","0","2025-02-08",""
"2025-027U","STARLINK-32920","62925","US","94.27","43.00","484","482","LARGE","0","2025-02-08",""
"2025-027T","STARLINK-32871","62924","US","94.27","43.00","484","482","LARGE","0","2025-02-08",""
"2025-027S","STARLINK-32905","62923","US","94.27","43.00","484","482","LARGE","0","2025-02-08",""
"2025-027R","STARLINK-32916","62922","US","94.27","43.01","486","480","LARGE","0","2025-02-08",""
"2025-027Q","STARLINK-32917","62921","US","94.27","43.00","486","480","LARGE","0","2025-02-08",""
"2025-027P","STARLINK-32921","62920","US","94.27","43.00","484","482","LARGE","0","2025-02-08",""
"2025-027N","STARLINK-11457","62919","US","91.66","43.00","357","355","LARGE","0","2025-02-08",""
"2025-027M","STARLINK-11562","62918","US","91.67","43.00","357","356","LARGE","0","2025-02-08",""
"2025-027L","STARLINK-11560","62917","US","91.67","43.00","357","355","MEDIUM","0","2025-02-08",""
"2025-027K","STARLINK-11430","62916","US","91.67","43.00","357","356","LARGE","0","2025-02-08",""
"2025-027J","STARLINK-11555","62915","US","91.66","43.00","357","355","LARGE","0","2025-02-08",""
"2025-027H","STARLINK-11566","62914","US","91.67","43.00","357","355","LARGE","0","2025-02-08",""
"2025-027G","STARLINK-11564","62913","US","91.67","43.00","357","355","LARGE","0","2025-02-08",""
"2025-027F","STARLINK-11565","62912","US","91.66","43.00","358","355","LARGE","0","2025-02-08",""
"2025-027E","STARLINK-11537","62911","US","91.67","43.00","357","355","LARGE","0","2025-02-08",""
"2025-027D","STARLINK-11569","62910","US","91.67","43.00","357","356","LARGE","0","2025-02-08",""
"2025-027C","STARLINK-11567","62909","US","91.67","43.00","357","355","LARGE","0","2025-02-08",""
"2025-027B","STARLINK-11561","62908","US","91.66","43.00","357","355","LARGE","0","2025-02-08",""
"2025-027A","STARLINK-11552","62907","US","91.67","43.00","357","356","LARGE","0","2025-02-08",""
"2025-026C","COSMOS 2583","62904","CIS","96.34","82.00","590","577","MEDIUM","0","2025-02-05",""
"2025-026B","COSMOS 2582","62903","CIS","96.34","82.00","591","576","MEDIUM","0","2025-02-05",""
"2025-026A","COSMOS 2581","62902","CIS","96.34","82.00","591","576","LARGE","0","2025-02-05",""
"2025-025B","LEGION 6","62901","US","94.99","45.00","527","509","LARGE","0","2025-02-04",""
"2025-025A","LEGION 5","62900","US","94.99","45.00","522","515","LARGE","0","2025-02-04",""
"2025-024W","STARLINK-32661","62899","US","94.26","43.01","484","482","LARGE","0","2025-02-04",""
"2025-024V","STARLINK-32902","62898","US","94.27","43.00","484","482","LARGE","0","2025-02-04",""
"2025-024U","STARLINK-32893","62897","US","94.26","43.01","485","481","LARGE","0","2025-02-04",""
"2025-024T","STARLINK-32890","62896","US","94.27","43.00","484","482","LARGE","0","2025-02-04",""
"2025-024S","STARLINK-32901","62895","US","94.27","43.00","485","481","LARGE","0","2025-02-04",""
"2025-024R","STARLINK-32909","62894","US","94.26","43.00","484","482","LARGE","0","2025-02-04",""
"2025-024Q","STARLINK-32892","62893","US","94.27","43.01","485","481","LARGE","0","2025-02-04",""
"2025-024P","STARLINK-32878","62892","US","94.26","43.00","485","481","LARGE","0","2025-02-04",""
"2025-024N","STARLINK-11435","62891","US","91.66","43.00","357","355","LARGE","0","2025-02-04",""
